DealID,CustomerID,SalespersonID,InterestedVehicleClass,BudgetRange,Status,UrgencyLevel,HealthScore,LowerBenchmark,UpperBenchmark,InteractionCount,StartDate,LastContactDate,PointOfFailure,IntendedPurchaseTimeframe,IntendedPurchaseJourney,PastInquiryHistory,PreferredCommunication,HomeLocation,LeadSource,LoyaltyStatus,AgeGroup,Gender,Profession,CustomerSegment,DealStageHistory,AssignedBranch,ClosingDate,DealNotes,FollowUpRequired,DiscountOffered,ReEngagementAttempted
D0055,CUST0493,SALESP006,EV,"$48,199-$58,805",pass,High,85,51,75,2,2025-10-06,2025-10-28,,<1 month,finance inquiry,"Looked at 2021 F-150, purchased",text,"Columbus, OH",web,returning customer,51-65,Female,Plumber,loyal,"[[""lead"", ""2025-10-06""], [""contacted"", ""2025-10-07""], [""appointment"", ""2025-10-09""], [""proposal"", ""2025-10-11""], [""negotiation"", ""2025-10-13""], [""sold"", ""2025-10-14""]]",Downtown,2025-10-28,Added extended warranty package,no,$995,no
D0056,CUST0441,SALESP042,sedan,"$34,512-$46,800",fail,Low,33,62,88,8,2025-02-12,2025-02-23,ghosted,1-3 months,research,"Looked at 2021 Accord, still considering",email,"Fresno, CA",web,new customer,36-50,Female,Doctor,first-time,"[[""lead"", ""2025-02-12""], [""contacted"", ""2025-02-14""], [""appointment"", ""2025-02-21""], [""proposal"", ""2025-02-23""], [""negotiation"", ""2025-02-25""], [""lost"", ""2025-02-23""]]",North Branch,,Customer stopped responding to calls and messages,yes,"$1,261",no
D0057,CUST0196,SALESP099,sports,"$49,713-$76,021",pass,Medium,92,46,67,6,2025-07-31,2025-09-25,,<1 month,compare deals,"Looked at 2020 Civic, purchased",email,"Memphis, TN",walk-in,returning customer,36-50,Male,Administrative Assistant,luxury,"[[""lead"", ""2025-07-31""], [""contacted"", ""2025-08-02""], [""appointment"", ""2025-08-08""], [""proposal"", ""2025-08-13""], [""negotiation"", ""2025-08-18""], [""sold"", ""2025-08-21""]]",North Branch,2025-09-25,Trade-in processed successfully,no,$993,no
D0058,CUST0427,SALESP060,sedan,"$32,339-$47,127",pass,Low,72,46,69,7,2025-07-25,2025-08-20,,just exploring,research,"Looked at 2022 RAV4, still considering",WhatsApp,"Fort Worth, TX",walk-in,returning customer,26-35,Female,Consultant,loyal,"[[""lead"", ""2025-07-25""], [""contacted"", ""2025-07-26""], [""appointment"", ""2025-08-01""], [""proposal"", ""2025-08-06""], [""negotiation"", ""2025-08-12""], [""sold"", ""2025-08-16""]]",Main Street,2025-08-20,"Repeat customer, easy close",no,$216,no
D0059,CUST0249,SALESP051,used,"$19,617-$24,685",fail,Critical,50,60,84,12,2025-04-03,2025-04-13,trade-in,immediate,compare deals,"Looked at 2021 Camry, did not purchase",text,"Las Vegas, NV",web,new customer,26-35,Male,Accountant,first-time,"[[""lead"", ""2025-04-03""], [""contacted"", ""2025-04-06""], [""lost"", ""2025-04-13""]]",Airport,,Trade-in valuation did not meet customer expectations,yes,$0,yes
D0060,CUST0117,SALESP022,used,"$15,070-$23,600",pass,Medium,78,44,72,4,2025-08-22,2025-09-20,,1-3 months,research,"Looked at 2021 F-150, still considering",text,"Nashville, TN",web,new customer,26-35,Male,Chef,price-sensitive,"[[""lead"", ""2025-08-22""], [""contacted"", ""2025-08-25""], [""appointment"", ""2025-08-31""], [""proposal"", ""2025-09-05""], [""negotiation"", ""2025-09-10""], [""sold"", ""2025-09-15""]]",South Branch,2025-09-20,"Repeat customer, easy close",no,"$1,586",no
D0061,CUST0561,SALESP092,sedan,"$29,830-$44,578",pass,Critical,75,44,71,4,2025-05-18,2025-06-18,,immediate,finance inquiry,No prior history,email,"Various, USA",OEM feed,in-service customer,36-50,Female,Not specified,first-time,"[[""lead"", ""2025-05-18""], [""contacted"", ""2025-05-19""], [""appointment"", ""2025-05-20""], [""proposal"", ""2025-05-21""], [""negotiation"", ""2025-05-23""], [""sold"", ""2025-05-25""]]",Main Street,2025-06-18,"Negotiated on price, final discount applied",no,$306,no
D0062,CUST0163,SALESP083,SUV,"$39,749-$53,974",pass,Critical,76,41,69,5,2026-01-01,2026-01-04,,immediate,research,"Looked at 2023 Mustang, did not purchase",text,"San Diego, CA",OEM feed,returning customer,26-35,Female,Real Estate Agent,loyal,"[[""lead"", ""2026-01-01""], [""contacted"", ""2026-01-04""], [""appointment"", ""2026-01-06""], [""proposal"", ""2026-01-07""], [""negotiation"", ""2026-01-09""], [""sold"", ""2026-01-11""]]",Downtown,2026-02-15,"Smooth transaction, customer very satisfied",no,$601,no
D0063,CUST0338,SALESP092,SUV,"$40,511-$53,521",pass,High,71,58,67,4,2025-07-06,2025-08-08,,<1 month,trade-in,"Looked at 2021 Camry, did not purchase",text,"Fresno, CA",OEM feed,returning customer,36-50,Male,Lawyer,loyal,"[[""lead"", ""2025-07-06""], [""contacted"", ""2025-07-09""], [""appointment"", ""2025-07-11""], [""proposal"", ""2025-07-12""], [""negotiation"", ""2025-07-13""], [""sold"", ""2025-07-14""]]",Main Street,2025-08-08,Added extended warranty package,no,"$1,684",no
D0064,CUST0160,SALESP019,used,"$16,825-$26,741",pass,Low,81,58,72,4,2025-02-16,2025-05-07,,just exploring,finance inquiry,"Looked at 2021 Accord, did not purchase",WhatsApp,"Charlotte, NC",referral,new customer,26-35,Female,Construction Manager,price-sensitive,"[[""lead"", ""2025-02-16""], [""contacted"", ""2025-02-19""], [""appointment"", ""2025-02-25""], [""proposal"", ""2025-03-01""], [""negotiation"", ""2025-03-07""], [""sold"", ""2025-03-12""]]",Downtown,2025-05-07,"Negotiated on price, final discount applied",no,$542,no
D0065,CUST0192,SALESP006,EV,"$41,654-$61,821",pass,Medium,95,50,74,7,2025-11-13,2026-01-02,,1-3 months,research,"Looked at 2022 RAV4, did not purchase",text,"Detroit, MI",OEM feed,in-service customer,65+,Female,Business Analyst,loyal,"[[""lead"", ""2025-11-13""], [""contacted"", ""2025-11-14""], [""appointment"", ""2025-11-21""], [""proposal"", ""2025-11-26""], [""negotiation"", ""2025-11-30""], [""sold"", ""2025-12-05""]]",Main Street,2026-01-22,Financing approved quickly,no,"$1,000",no
D0066,CUST0493,SALESP071,EV,"$48,199-$58,805",pass,Critical,79,44,72,4,2025-03-29,2025-04-15,,<1 month,finance inquiry,"Looked at 2021 F-150, purchased",text,"Columbus, OH",web,returning customer,51-65,Female,Plumber,loyal,"[[""lead"", ""2025-03-29""], [""contacted"", ""2025-03-30""], [""appointment"", ""2025-03-31""], [""proposal"", ""2025-04-02""], [""negotiation"", ""2025-04-03""], [""sold"", ""2025-04-05""]]",Downtown,2025-04-15,"Smooth transaction, customer very satisfied",no,"$1,443",no
D0067,CUST0391,SALESP060,SUV,"$43,035-$57,623",pass,Medium,75,60,65,7,2025-08-06,2025-10-01,,just exploring,compare deals,"Looked at 2021 Camry, did not purchase",text,"Seattle, WA",web,returning customer,51-65,Female,Project Manager,loyal,"[[""lead"", ""2025-08-06""], [""contacted"", ""2025-08-09""], [""appointment"", ""2025-08-14""], [""proposal"", ""2025-08-18""], [""negotiation"", ""2025-08-22""], [""sold"", ""2025-08-25""]]",Airport,2025-10-01,"Smooth transaction, customer very satisfied",no,$669,no
D0068,CUST0470,SALESP066,used,"$13,528-$20,425",fail,Critical,44,62,77,12,2025-04-12,2025-05-14,credit,immediate,book appointment,"Looked at 2021 Camry, purchased",email,"Indianapolis, IN",web,new customer,26-35,Female,Nurse,first-time,"[[""lead"", ""2025-04-12""], [""contacted"", ""2025-04-14""], [""appointment"", ""2025-04-20""], [""lost"", ""2025-05-14""]]",South Branch,,"Credit application denied, unable to secure financing",yes,$0,yes
D0069,CUST0376,SALESP055,used,"$20,361-$27,665",fail,Low,50,53,87,8,2025-11-12,2025-11-29,credit,1-3 months,trade-in,"Looked at 2021 Camry, still considering",email,"Columbus, OH",web,new customer,65+,Female,Entrepreneur,price-sensitive,"[[""lead"", ""2025-11-12""], [""contacted"", ""2025-11-15""], [""appointment"", ""2025-11-18""], [""lost"", ""2025-11-29""]]",South Branch,,"Credit application denied, unable to secure financing",pending,$0,pending
D0070,CUST0570,SALESP094,sedan,"$30,648-$40,024",fail,Low,32,67,87,5,2025-03-14,2025-04-08,follow-up delay,just exploring,compare deals,No prior history,text,"Various, USA",OEM feed,new customer,26-35,Male,Not specified,loyal,"[[""lead"", ""2025-03-14""], [""contacted"", ""2025-03-17""], [""appointment"", ""2025-03-24""], [""lost"", ""2025-04-08""]]",Downtown,,"Failed to follow up in timely manner, customer lost interest",yes,$0,pending
D0071,CUST0227,SALESP010,used,"$14,544-$20,234",fail,Critical,53,61,81,5,2025-12-11,2026-01-05,bad experience,<1 month,research,"Looked at 2021 Camry, still considering",text,"Seattle, WA",web,new customer,36-50,Male,Retail Manager,first-time,"[[""lead"", ""2025-12-11""], [""contacted"", ""2025-12-14""], [""appointment"", ""2025-12-20""], [""lost"", ""2026-01-05""]]",North Branch,,Customer complained about service quality,yes,"$1,181",pending
D0072,CUST0374,SALESP046,SUV,"$39,062-$55,731",pass,Low,81,44,72,6,2025-09-26,2025-12-23,,1-3 months,compare deals,"Looked at 2021 F-150, still considering",call,"Boston, MA",web,returning customer,65+,Male,Financial Advisor,loyal,"[[""lead"", ""2025-09-26""], [""contacted"", ""2025-09-27""], [""appointment"", ""2025-10-04""], [""proposal"", ""2025-10-07""], [""negotiation"", ""2025-10-10""], [""sold"", ""2025-10-15""]]",Airport,2025-12-23,"Negotiated on price, final discount applied",no,"$1,030",no
D0073,CUST0573,SALESP011,sports,"$62,305-$93,512",pass,Low,91,53,68,6,2026-01-02,2025-12-31,,1-3 months,finance inquiry,No prior history,call,"Various, USA",OEM feed,in-service customer,26-35,Female,Not specified,loyal,"[[""lead"", ""2026-01-02""], [""contacted"", ""2026-01-05""], [""appointment"", ""2026-01-09""], [""proposal"", ""2026-01-12""], [""negotiation"", ""2026-01-15""], [""sold"", ""2026-01-18""]]",South Branch,2026-02-04,Trade-in processed successfully,no,$586,no
D0074,CUST0099,SALESP058,used,"$15,858-$24,517",fail,Low,53,58,84,7,2025-06-06,2025-07-26,price,just exploring,book appointment,"Looked at 2021 Accord, went with competitor",call,"Sacramento, CA",web,returning customer,26-35,Male,Data Analyst,price-sensitive,"[[""lead"", ""2025-06-06""], [""contacted"", ""2025-06-07""], [""appointment"", ""2025-06-11""], [""proposal"", ""2025-06-14""], [""negotiation"", ""2025-06-18""], [""lost"", ""2025-07-26""]]",Main Street,,Customer wanted larger discount than we could offer,yes,"$2,485",yes
D0075,CUST0128,SALESP126,sedan,"$32,699-$44,753",pass,Medium,85,51,75,7,2025-07-13,2025-09-12,,1-3 months,trade-in,"Looked at 2023 Model 3, still considering",text,"Oklahoma City, OK",web,returning customer,26-35,Male,Plumber,price-sensitive,"[[""lead"", ""2025-07-13""], [""contacted"", ""2025-07-16""], [""appointment"", ""2025-07-21""], [""proposal"", ""2025-07-24""], [""negotiation"", ""2025-07-30""], [""sold"", ""2025-08-03""]]",North Branch,2025-09-12,"Negotiated on price, final discount applied",no,"$1,644",no
D0076,CUST0576,SALESP088,used,"$17,582-$24,029",pass,Critical,74,51,66,4,2025-09-18,2025-10-18,,<1 month,research,No prior history,email,"Various, USA",walk-in,in-service customer,36-50,Female,Not specified,price-sensitive,"[[""lead"", ""2025-09-18""], [""contacted"", ""2025-09-21""], [""appointment"", ""2025-09-22""], [""proposal"", ""2025-09-23""], [""negotiation"", ""2025-09-24""], [""sold"", ""2025-09-25""]]",North Branch,2025-10-18,Customer appreciated responsive service,no,"$1,860",no
D0077,CUST0229,SALESP080,SUV,"$43,892-$56,125",fail,Low,55,69,77,11,2025-09-07,2025-10-02,credit,just exploring,compare deals,"Looked at 2021 Camry, did not purchase",text,"Sacramento, CA",referral,new customer,26-35,Male,Administrative Assistant,price-sensitive,"[[""lead"", ""2025-09-07""], [""contacted"", ""2025-09-10""], [""appointment"", ""2025-09-14""], [""lost"", ""2025-10-02""]]",Main Street,,"Credit application denied, unable to secure financing",pending,$523,pending
D0078,CUST0186,SALESP013,sedan,"$26,783-$39,269",pass,Medium,86,53,73,6,2025-05-20,2025-06-14,,just exploring,research,"Looked at 2022 RAV4, still considering",text,"San Jose, CA",web,returning customer,18-25,Male,Engineer,price-sensitive,"[[""lead"", ""2025-05-20""], [""contacted"", ""2025-05-21""], [""appointment"", ""2025-05-28""], [""proposal"", ""2025-05-30""], [""negotiation"", ""2025-06-03""], [""sold"", ""2025-06-05""]]",North Branch,2025-06-14,"Smooth transaction, customer very satisfied",no,"$1,717",no
D0079,CUST0292,SALESP047,used,"$12,818-$20,335",fail,Medium,52,53,90,11,2025-08-05,2025-09-05,follow-up delay,1-3 months,book appointment,"Looked at 2023 Mustang, did not purchase",WhatsApp,"Detroit, MI",web,new customer,26-35,Male,Lawyer,first-time,"[[""lead"", ""2025-08-05""], [""contacted"", ""2025-08-07""], [""lost"", ""2025-09-05""]]",Downtown,,"Failed to follow up in timely manner, customer lost interest",yes,$0,no
D0080,CUST0192,SALESP011,EV,"$41,654-$61,821",pass,Medium,90,52,69,3,2025-05-26,2025-06-25,,1-3 months,research,"Looked at 2022 RAV4, did not purchase",text,"Detroit, MI",OEM feed,in-service customer,65+,Female,Business Analyst,loyal,"[[""lead"", ""2025-05-26""], [""contacted"", ""2025-05-27""], [""appointment"", ""2025-06-03""], [""proposal"", ""2025-06-05""], [""negotiation"", ""2025-06-08""], [""sold"", ""2025-06-13""]]",Airport,2025-06-25,Trade-in processed successfully,no,"$1,484",no
D0081,CUST0073,SALESP083,SUV,"$31,623-$47,116",pass,High,81,46,66,4,2025-11-13,2025-11-24,,<1 month,book appointment,"Looked at 2020 Civic, still considering",call,"Nashville, TN",OEM feed,returning customer,65+,Male,Administrative Assistant,loyal,"[[""lead"", ""2025-11-13""], [""contacted"", ""2025-11-15""], [""appointment"", ""2025-11-17""], [""proposal"", ""2025-11-19""], [""negotiation"", ""2025-11-20""], [""sold"", ""2025-11-21""]]",Main Street,2025-11-24,Upgraded to higher trim level,no,"$1,597",no
D0082,CUST0582,SALESP002,sedan,"$25,033-$36,742",pass,Critical,70,49,74,2,2025-03-22,2025-04-27,,immediate,trade-in,No prior history,call,"Various, USA",OEM feed,new customer,36-50,Female,Not specified,fleet/corporate,"[[""lead"", ""2025-03-22""], [""contacted"", ""2025-03-23""], [""appointment"", ""2025-03-24""], [""proposal"", ""2025-03-26""], [""negotiation"", ""2025-03-27""], [""sold"", ""2025-03-29""]]",Main Street,2025-04-27,"Negotiated on price, final discount applied",no,$951,no
D0083,CUST0272,SALESP097,sports,"$45,596-$74,845",pass,High,78,51,68,2,2025-04-15,2025-05-16,,<1 month,research,"Looked at 2020 Civic, purchased",call,"Nashville, TN",walk-in,returning customer,36-50,Female,Consultant,luxury,"[[""lead"", ""2025-04-15""], [""contacted"", ""2025-04-18""], [""appointment"", ""2025-04-21""], [""proposal"", ""2025-04-23""], [""negotiation"", ""2025-04-24""], [""sold"", ""2025-04-26""]]",North Branch,2025-05-16,"Negotiated on price, final discount applied",no,"$1,621",no
D0084,CUST0584,SALESP135,sedan,"$28,067-$37,628",pass,High,65,55,75,3,2025-09-01,2025-09-17,,immediate,finance inquiry,No prior history,WhatsApp,"Various, USA",OEM feed,new customer,26-35,Male,Not specified,luxury,"[[""lead"", ""2025-09-01""], [""contacted"", ""2025-09-04""], [""appointment"", ""2025-09-05""], [""proposal"", ""2025-09-07""], [""negotiation"", ""2025-09-09""], [""sold"", ""2025-09-11""]]",Main Street,2025-09-17,Customer appreciated responsive service,no,"$2,786",no
D0085,CUST0585,SALESP008,used,"$22,716-$28,727",pass,High,66,43,69,5,2025-09-10,2025-09-28,,immediate,trade-in,No prior history,text,"Various, USA",OEM feed,new customer,18-25,Male,Not specified,price-sensitive,"[[""lead"", ""2025-09-10""], [""contacted"", ""2025-09-13""], [""appointment"", ""2025-09-15""], [""proposal"", ""2025-09-17""], [""negotiation"", ""2025-09-18""], [""sold"", ""2025-09-20""]]",Downtown,2025-09-28,Financing approved quickly,no,"$1,923",no
D0086,CUST0095,SALESP046,SUV,"$39,208-$53,658",pass,High,65,60,75,2,2025-04-20,2025-04-29,,1-3 months,research,"Looked at 2023 Model 3, did not purchase",text,"Nashville, TN",OEM feed,returning customer,26-35,Male,Consultant,loyal,"[[""lead"", ""2025-04-20""], [""contacted"", ""2025-04-22""], [""appointment"", ""2025-04-24""], [""proposal"", ""2025-04-25""], [""negotiation"", ""2025-04-27""], [""sold"", ""2025-04-28""]]",Airport,2025-04-29,Trade-in processed successfully,no,$210,no
D0087,CUST0427,SALESP060,sedan,"$32,339-$47,127",pass,Medium,66,42,65,4,2025-08-18,2025-09-30,,just exploring,research,"Looked at 2022 RAV4, still considering",WhatsApp,"Fort Worth, TX",walk-in,returning customer,26-35,Female,Consultant,loyal,"[[""lead"", ""2025-08-18""], [""contacted"", ""2025-08-20""], [""appointment"", ""2025-08-25""], [""proposal"", ""2025-08-28""], [""negotiation"", ""2025-09-02""], [""sold"", ""2025-09-05""]]",Airport,2025-09-30,Customer appreciated responsive service,no,$289,no
D0088,CUST0337,SALESP032,EV,"$48,313-$71,245",pass,Critical,70,54,72,2,2025-08-19,2025-08-26,,immediate,compare deals,"Looked at 2021 Accord, did not purchase",text,"Indianapolis, IN",OEM feed,new customer,51-65,Female,Operations Manager,luxury,"[[""lead"", ""2025-08-19""], [""contacted"", ""2025-08-21""], [""appointment"", ""2025-08-23""], [""proposal"", ""2025-08-24""], [""negotiation"", ""2025-08-26""], [""sold"", ""2025-08-27""]]",Airport,2025-08-26,Added extended warranty package,no,$651,no
D0089,CUST0589,SALESP037,SUV,"$33,049-$46,657",pass,Critical,78,53,73,3,2025-10-27,2025-12-04,,immediate,book appointment,No prior history,WhatsApp,"Various, USA",walk-in,new customer,26-35,Female,Not specified,loyal,"[[""lead"", ""2025-10-27""], [""contacted"", ""2025-10-29""], [""appointment"", ""2025-10-30""], [""proposal"", ""2025-10-31""], [""negotiation"", ""2025-11-01""], [""sold"", ""2025-11-03""]]",North Branch,2025-12-04,Financing approved quickly,no,$568,no
D0090,CUST0590,SALESP081,SUV,"$51,116-$79,777",pass,Critical,67,50,65,5,2025-02-26,2025-04-07,,<1 month,finance inquiry,No prior history,WhatsApp,"Various, USA",web,in-service customer,36-50,Female,Not specified,luxury,"[[""lead"", ""2025-02-26""], [""contacted"", ""2025-03-01""], [""appointment"", ""2025-03-04""], [""proposal"", ""2025-03-05""], [""negotiation"", ""2025-03-06""], [""sold"", ""2025-03-07""]]",Downtown,2025-04-07,"Repeat customer, easy close",no,"$1,279",no
D0091,CUST0447,SALESP003,SUV,"$64,372-$89,676",pass,Medium,81,52,72,3,2025-03-27,2025-05-22,,<1 month,research,"Looked at 2021 Accord, did not purchase",email,"Portland, OR",referral,in-service customer,36-50,Female,Architect,luxury,"[[""lead"", ""2025-03-27""], [""contacted"", ""2025-03-28""], [""appointment"", ""2025-04-01""], [""proposal"", ""2025-04-03""], [""negotiation"", ""2025-04-08""], [""sold"", ""2025-04-10""]]",South Branch,2025-05-22,Customer appreciated responsive service,no,$599,no
D0092,CUST0068,SALESP033,sedan,"$26,655-$36,719",pass,Critical,93,51,74,3,2025-03-19,2025-04-13,,immediate,compare deals,"Looked at 2022 CR-V, purchased",text,"Portland, OR",web,returning customer,18-25,Male,Engineer,price-sensitive,"[[""lead"", ""2025-03-19""], [""contacted"", ""2025-03-22""], [""appointment"", ""2025-03-25""], [""proposal"", ""2025-03-27""], [""negotiation"", ""2025-03-29""], [""sold"", ""2025-03-31""]]",South Branch,2025-04-13,Financing approved quickly,no,"$1,844",no
